Name	Emittent	ISIN
LYXOR IBOXX EUR LIQUID HIGH YIELD BB ETF 	Amundi Asset Management 	LU1215415214 
LYXOR INDEX FUND EURO STOXX 50 (DR) 	Amundi Asset Management 	LU0908501488 
LYXOR INDEX FUND EURO STOXX 50 (DR) 	Amundi Asset Management 	LU0908501215 
LYXOR JAPAN (TOPIX) DR ETF 	Amundi Asset Management 	FR0011475078 
LYXOR JAPAN (TOPIX) DR ETF 	Amundi Asset Management 	FR0010245514 
LYXOR MDAX ETF 	Amundi Luxembourg S.A. 	LU1033693638 
LYXOR MSCI AC ASIA PACIFIC EX JAPAN ETF 	Amundi Asset Management 	LU1900068328 
LYXOR MSCI ALL COUNTRY WORLD ETF 	Amundi Asset Management 	LU1829220216 
LYXOR MSCI CHINA ESG LEADERS EXTR DR ETF 	Amundi Asset Management 	LU1900068914 
LYXOR MSCI CHINA ETF 	Amundi Asset Management 	LU1841731745 
LYXOR MSCI DIGITAL ECO ESG FTD (DR) ETF 	Amundi Asset Management 	LU2023678878 
LYXOR MSCI DSRP TECH ESG FTD (DR) ETF 	Amundi Asset Management 	LU2023678282 
LYXOR MSCI EASTERN EUROPE EX RUSSIA ETF 	Amundi Asset Management 	LU2090063160 
LYXOR MSCI EASTERN EUROPE EX RUSSIA ETF 	Amundi Asset Management 	LU1900066462 
LYXOR MSCI EM ASIA ETF 	Amundi Asset Management 	LU1781541849 
LYXOR MSCI EM ESG LEADERS EXTRA ETF 	Amundi Asset Management 	LU1769088581 
LYXOR MSCI EMERGING MARKETS ETF 	Amundi Asset Management 	FR0010429068 
LYXOR MSCI EMERGING MARKETS EX CHINA ETF 	Amundi Asset Management 	LU2009202107 
LYXOR MSCI EMERGING MARKETS TRN ETF 	Amundi Luxembourg S.A. 	LU0635178014 
LYXOR MSCI EMU ESG (DR) - UCITS ETF 	Amundi Asset Management 	LU0908501058 
LYXOR MSCI EMU GROWTH (DR) ETF 	Amundi Asset Management 	LU1598688189 
LYXOR MSCI EMU SMALL CAP ETF 	Amundi Asset Management 	LU1598689153 
LYXOR MSCI EMU VALUE (DR) ETF 	Amundi Asset Management 	LU1598690169 
LYXOR MSCI EUROPE (DR) ETF 	Amundi Asset Management 	FR0010261198 
LYXOR MSCI EUROPE ESG LEADERS (DR) ETF 	Amundi Asset Management 	LU1940199711 
LYXOR MSCI EUROPE MID CAP TRN ETF 	Amundi Luxembourg S.A. 	LU0392496260 
LYXOR MSCI EUROPE SMALL CAP TRN ETF 	Amundi Luxembourg S.A. 	LU0392496344 
LYXOR MSCI FUTURE MBY ESG FTD (DR) ETF 	Amundi Asset Management 	LU2023679090 
LYXOR MSCI INDIA ETF 	Amundi Asset Management 	FR0010361683 
LYXOR MSCI INDONESIA ETF 	Amundi Asset Management 	LU1900065811 
LYXOR MSCI KOREA ETF 	Amundi Asset Management 	LU1900066975 
LYXOR MSCI MILLENNIALS ESG FTD (DR) ETF 	Amundi Asset Management 	LU2023678449 
LYXOR MSCI NEW ENERGY ESG FILTRD DR ETF 	Amundi Asset Management 	FR0010524777 
LYXOR MSCI NORTH AMERICA TRN ETF 	Amundi Luxembourg S.A. 	LU0392494992 
LYXOR MSCI PACIFIC EX JAPAN ETF 	Amundi Asset Management 	LU1220245556 
LYXOR MSCI PACIFIC TRN ETF 	Amundi Luxembourg S.A. 	LU0392495023 
LYXOR MSCI ROBOTICS &AI ESG FILTERED ETF 	Amundi Asset Management 	LU1838002480 
LYXOR MSCI SEMICONDUCTORS ESG ETF 	Amundi Asset Management 	LU2090063327 
LYXOR MSCI SMART CITIES ESG FTD (DR) ETF 	Amundi Asset Management 	LU2023679256 
LYXOR MSCI TURKEY ETF 	Amundi Asset Management 	LU1900067601 
LYXOR MSCI USA ESG (DR) ETF 	Amundi Asset Management 	FR0010296061 
LYXOR MSCI USA ESG LDRS EXTR (DR)ETF 	Amundi Asset Management 	LU1792117696 
LYXOR MSCI USA TRN ETF 	Amundi Luxembourg S.A. 	LU0392495700 
LYXOR MSCI WATER ESG FILTERED (DR) ETF 	Amundi Asset Management 	FR0010527275 
LYXOR MSCI WLD ESG LDRSEXTRDRETF 	Amundi Asset Management 	LU1799934903 
LYXOR MSCI WLD ESG LDRSEXTRDRETF 	Amundi Asset Management 	LU1792117779 
LYXOR MSCI WORLD CLIMATE CHANGE (DR) ETF 	Amundi Asset Management 	LU2056739464 
LYXOR MSCI WORLD ETF 	Amundi Asset Management 	FR0011660927 
LYXOR MSCI WORLD ETF 	Amundi Asset Management 	FR0010315770 
LYXOR MSCI WORLD TRN ETF 	Amundi Luxembourg S.A. 	LU0392494562 
LYXOR NASDAQ 100 ETF 	Amundi Asset Management 	LU2197908721 
LYXOR NASDAQ-100 DAILY 2X LEVERAGED ETF 	Amundi Asset Management 	FR0010342592 
LYXOR NET ZERO 2050S&P500 CLMTETF 	Amundi Asset Management 	LU2198883410 
LYXOR NYSE ARCA GOLD BUGS ETF 	Amundi Luxembourg S.A. 	LU0488317701 
LYXOR PAN AFRICA ETF 	Amundi Asset Management 	LU1287022708 
LYXOR PORTFOLIO STRATEGY DFNSV ETF 	Amundi Luxembourg S.A. 	DE000ETF7029 
LYXOR PORTFOLIO STRATEGY ETF 	Amundi Luxembourg S.A. 	DE000ETF7011 
LYXOR PORTFOLIO STRATEGY OFFNSV ETF 	Amundi Luxembourg S.A. 	DE000ETF7037 
LYXOR S&P 500 DAILY (-2X) INVERSE ETF 	Amundi Asset Management 	LU1327051279 
LYXOR S&P 500 ETF 	Amundi Asset Management 	LU0959211243 
LYXOR S&P 500 ETF 	Amundi Asset Management 	LU0496786657 
LYXOR S&P 500 ETF 	Amundi Asset Management 	LU0496786574 
LYXOR S&P 500 VIX FUTURES ENH ROLL ETF 	Amundi Asset Management 	LU0832435464 
LYXOR S&P EUROZ ESGDIVARSTCRTSDRUCITSETF 	Amundi Asset Management 	LU0959210278 
LYXOR SDAX ETF 	Amundi Luxembourg S.A. 	LU0603942888 
LYXOR SG GLOBAL QUALITY INCOME NTR ETF 	Amundi Asset Management 	LU0832436512 
LYXOR SHORTDAX TR ETF 	Amundi Luxembourg S.A. 	LU0603940916 
LYXOR SMART CASH 	Amundi Asset Management 	LU1190417599 
LYXOR SMART OVERNIGHT RETURN 	Amundi Asset Management 	LU2082999306 
LYXOR STOXX EUR 600 IDL GD & SVC ETF 	Amundi Asset Management 	LU2082997789 
LYXOR STOXX EUR 600 PNL & HHD GD ETF 	Amundi Asset Management 	LU2082998324 
LYXOR STOXX EURO 600 AUTO & PRT ETF 	Amundi Asset Management 	LU2082995908 
LYXOR STOXX EUROPE 600 BANKS ETF 	Amundi Asset Management 	LU2082996112 
LYXOR STOXX EUROPE 600 BANKS ETF 	Amundi Asset Management 	LU1834983477 
LYXOR STOXX EUROPE 600 BASIC RES ETF 	Amundi Asset Management 	LU2082996385 
LYXOR STOXX EUROPE 600 CHEMICALS ETF 	Amundi Asset Management 	LU2082996542 
LYXOR STOXX EUROPE 600 CON & MTL ETF 	Amundi Asset Management 	LU2082996898 
LYXOR STOXX EUROPE 600 FIN SVC ETF 	Amundi Asset Management 	LU2082997193 
LYXOR STOXX EUROPE 600 FOOD & BEV ETF 	Amundi Asset Management 	LU2082997359 
LYXOR STOXX EUROPE 600 HEALTHCARE ETF 	Amundi Asset Management 	LU2082997516 
LYXOR STOXX EUROPE 600 HEALTHCARE ETF 	Amundi Asset Management 	LU1834986900 
LYXOR STOXX EUROPE 600 INSURANCE ETF 	Amundi Asset Management 	LU2082997946 
LYXOR STOXX EUROPE 600 MEDIA ETF 	Amundi Asset Management 	LU2082995734 
LYXOR STOXX EUROPE 600 OIL & GAS ETF 	Amundi Asset Management 	LU2082998167 
LYXOR STOXX EUROPE 600 REAL ESTATE ETF 	Amundi Luxembourg S.A. 	LU1812091194 
LYXOR STOXX EUROPE 600 RETAIL ETF 	Amundi Asset Management 	LU2082998670 
LYXOR STOXX EUROPE 600 TECHNOLOGY ETF 	Amundi Asset Management 	LU2082998837 
LYXOR STOXX EUROPE 600 TEL ETF 	Amundi Asset Management 	LU2082999058 
LYXOR STOXX EUROPE 600 TRAVEL & LSR ETF 	Amundi Asset Management 	LU2082999132 
LYXOR STOXX EUROPE 600 UTILITIES ETF 	Amundi Asset Management 	LU2082999215 
LYXOR STOXX EUROPE SELECT DIV 30 ETF 	Amundi Asset Management 	LU1812092168 
LYXOR SWITZERLAND TITANS 30 ETF 	Amundi Luxembourg S.A. 	LU0392496427 
LYXOR US$ 10Y INFLATION EXPECTATIONS ETF 	Amundi Asset Management 	LU1390062831 
LYXOR UTLGDTERGTFTMT25+YDR ETF 	Amundi Asset Management 	LU1686832194 
MARKET ACCESS NYSE ARCA GOLDBUGS ETF 	FundRock Management Company S.A. 	LU0259322260 
MEDICAL CANNABIS AND WELLNESS ETF 	HANetf Management Ltd. 	IE00BG5J1M21 
MULTI UNITS LUX-LYXOR EURO FL RT NOTEETF 	Amundi Asset Management 	LU1829218319 
OSSIAM EUROPE ESG MACHINE LEARNING 	Ossiam 	LU0599612842 
OSSIAM SHILLER BARCLAYS CAPEEURSEVAL TR 	Ossiam 	LU1079842321 
OSSIAM SHILLER BCLY CAPE US SECT VAL TR 	Ossiam 	LU1079841273 
R.U.I.R.P.CA. ETFDLA 	Davy Global Fund Management Ltd. 	IE000QRNAC66 
RIZE CYBERSECURITY DATA PRIVACY ETF 	Davy Global Fund Management Ltd. 	IE00BJXRZJ40 
RIZE DIGITAL PAYMENTS ECONOMY ETF 	Davy Global Fund Management Ltd. 	IE00BLRPRQ96 
RIZE EDUCATION TECH AND DGTL LRNNG ETF 	Davy Global Fund Management Ltd. 	IE00BLRPQJ54 
RIZE ENVIRONMENTAL IMPACT 100 ETF 	Davy Global Fund Management Ltd. 	IE00BLRPRR04 
RIZE MEDICAL CANNABIS AND LIFE SCI ETF 	Davy Global Fund Management Ltd. 	IE00BJXRZ273 
RIZE SUSTAINABLE FUTURE OF FOOD ETF 	Davy Global Fund Management Ltd. 	IE00BLRPQH31 
RIZEEMIECOMETF DLA 	Davy Global Fund Management Ltd. 	IE000HJV1VH3 
SOLAR ENERGY ETF 	HANetf Management Ltd. 	IE00BMFNWC33 
SPDR BLMBRG 0-3 YR EUR CORP BD ETF 	State Street Global Advisors Europe Limited 	IE00BC7GZW19 
SPDR BLMBRG 0-5 YR STLG CORP B ETF 	State Street Global Advisors Europe Limited 	IE00BCBJF711 
SPDR BLMBRG 1-10 YR US CORP BDETF 	State Street Global Advisors Europe Limited 	IE00BYV12Y75 
SPDR BLMBRG 1-3 YR EUR GOVT BDETF 	State Street Global Advisors Europe Limited 	IE00B6YX5F63 
SPDR BLMBRG 1-3 YR US TRS BD ETF 	State Street Global Advisors Europe Limited 	IE00BC7GZJ81 
SPDR BLMBRG 1-5 YR GILT ETF 	State Street Global Advisors Europe Limited 	IE00B6YX5K17 
SPDR BLMBRG 10+ YR EUR GOVT BD ETF 	State Street Global Advisors Europe Limited 	IE00BYSZ6062 
SPDR BLMBRG 10+ YR US CORP BD ETF 	State Street Global Advisors Europe Limited 	IE00BZ0G8860 
SPDR BLMBRG 15+ YR GILT ETF 	State Street Global Advisors Europe Limited 	IE00B6YX5L24 
SPDR BLMBRG 3-7 YR US TRS BD ETF 	State Street Global Advisors Europe Limited 	IE00BYSZ5R67 
SPDR BLMBRG 7-10 YR US TRS BD ETF 	State Street Global Advisors Europe Limited 	IE00BYSZ5T81 
SPDR BLMBRG EMLCLBD$BASECCYHDGTO ETFACC 	State Street Global Advisors Europe Limited 	IE00B4613386 
SPDR BLMBRG EMLCLBD$BASECCYHDGTO ETFACC 	State Street Global Advisors Europe Limited 	IE00BFWFPY67 
SPDR BLMBRG EUR AGGT BD ETF 	State Street Global Advisors Europe Limited 	IE00B41RYL63 
SPDR BLMBRG EUR CORP BD ETF 	State Street Global Advisors Europe Limited 	IE00B3T9LM79 
SPDR BLMBRG EUR HY BD ETF 	State Street Global Advisors Europe Limited 	IE00B6YX5M31 
SPDR BLMBRG EURO GOVERNMENT BD ETF ACC 	State Street Global Advisors Europe Limited 	IE00B3S5XW04 
SPDR BLMBRG GLB AGGR BD USD HDG ETF ACC 	State Street Global Advisors Europe Limited 	IE00B43QJJ40 
SPDR BLMBRG GLB AGGR BD USD HDG ETF ACC 	State Street Global Advisors Europe Limited 	IE00BF1QPL78 
SPDR BLMBRG SASB US HI YLD CORP ESG ETF 	State Street Global Advisors Europe Limited 	IE00B99FL386 
SPDR BLMBRG US AGGT BD ETF 	State Street Global Advisors Europe Limited 	IE00B459R192 
SPDR BLMBRG US TIPS ETF 	State Street Global Advisors Europe Limited 	IE00BZ0G8977 
SPDR BLMBRG US TRS BD ETF 	State Street Global Advisors Europe Limited 	IE00B44CND37 
SPDR BLOOM.1-3M.T-B.A 	State Street Global Advisors Europe Limited 	IE00BJXRT698 
SPDR BLOOMBERG SASB EURO CORP ESG ETF 	State Street Global Advisors Europe Limited 	IE00BLF7VW10 
SPDR BLOOMBERG SASB U.S. CORP ESG ETF 	State Street Global Advisors Europe Limited 	IE00BLF7VX27 
SPDR DOW JONES GLOBAL REAL ESTATE ETF 	State Street Global Advisors Europe Limited 	IE00B8GF1M35 
SPDR DOW JONES GLOBAL REAL ESTATE ETF 	State Street Global Advisors Europe Limited 	IE00BH4GR342 
SPDR EURO STOXX LOW VOLATILITY ETF 	State Street Global Advisors Europe Limited 	IE00BFTWP510 
SPDR FTSE EPRA EUROPE EX UK REL EST ETF 	State Street Global Advisors Europe Limited 	IE00BSJCQV56 
SPDR FTSE UK ALL SHARE ETF 	State Street Global Advisors Europe Limited 	IE00B7452L46 
SPDR MSCI ACWI ETF 	State Street Global Advisors Europe Limited 	IE00B44Z5B48 
SPDR MSCI ACWI ETF 	State Street Global Advisors Europe Limited 	IE00BF1B7389 
SPDR MSCI ACWI IMI UCITS ETF 	State Street Global Advisors Europe Limited 	IE00B3YLTY66 
SPDR MSCI EM ASIA ETF 	State Street Global Advisors Europe Limited 	IE00B466KX20 
SPDR MSCI EMERGING MARKETS ETF 	State Street Global Advisors Europe Limited 	IE00B469F816 
SPDR MSCI EMERGING MARKETS SMALLCAP ETF 	State Street Global Advisors Europe Limited 	IE00B48X4842 
SPDR MSCI EMU ETF 	State Street Global Advisors Europe Limited 	IE00B910VR50 
SPDR MSCI EUROPE COMMUNICATION SVCS ETF 	State Street Global Advisors Europe Limited 	IE00BKWQ0N82 
SPDR MSCI EUROPE CONSUMER DISCRET ETF 	State Street Global Advisors Europe Limited 	IE00BKWQ0C77 
SPDR MSCI EUROPE CONSUMER STAPLES ETF 	State Street Global Advisors Europe Limited 	IE00BKWQ0D84 
SPDR MSCI EUROPE ENERGY ETF 	State Street Global Advisors Europe Limited 	IE00BKWQ0F09 
SPDR MSCI EUROPE ETF 	State Street Global Advisors Europe Limited 	IE00BKWQ0Q14 
SPDR MSCI EUROPE FINANCIALS ETF 	State Street Global Advisors Europe Limited 	IE00BKWQ0G16 
SPDR MSCI EUROPE HEALTH CARE ETF 	State Street Global Advisors Europe Limited 	IE00BKWQ0H23 
SPDR MSCI EUROPE INDUSTRIALS ETF 	State Street Global Advisors Europe Limited 	IE00BKWQ0J47 
SPDR MSCI EUROPE MATERIALS ETF 	State Street Global Advisors Europe Limited 	IE00BKWQ0L68 
SPDR MSCI EUROPE SM CAP VAL WTD ETF 	State Street Global Advisors Europe Limited 	IE00BSPLC298 
SPDR MSCI EUROPE SMALL CAP ETF 	State Street Global Advisors Europe Limited 	IE00BKWQ0M75 
SPDR MSCI EUROPE TECHNOLOGY ETF 	State Street Global Advisors Europe Limited 	IE00BKWQ0K51 
SPDR MSCI EUROPE UTILITIES ETF 	State Street Global Advisors Europe Limited 	IE00BKWQ0P07 
SPDR MSCI JAPAN ETF 	State Street Global Advisors Europe Limited 	IE00BZ0G8C04 
SPDR MSCI USA SMALL CAP VAL WTD ETF 	State Street Global Advisors Europe Limited 	IE00BSPLC413 
SPDR MSCI WORLD COMMUNICATION SVCS ETF 	State Street Global Advisors Europe Limited 	IE00BYTRRG40 
SPDR MSCI WORLD ENERGY ETF 	State Street Global Advisors Europe Limited 	IE00BYTRR863 
SPDR MSCI WORLD ETF 	State Street Global Advisors Europe Limited 	IE00BFY0GT14 
SPDR MSCI WORLD FINANCIALS ETF 	State Street Global Advisors Europe Limited 	IE00BYTRR970 
SPDR MSCI WORLD HEALTH CARE ETF 	State Street Global Advisors Europe Limited 	IE00BYTRRB94 
SPDR MSCI WORLD INDUSTRIALS ETF 	State Street Global Advisors Europe Limited 	IE00BYTRRC02 
SPDR MSCI WORLD MATERIALS ETF 	State Street Global Advisors Europe Limited 	IE00BYTRRF33 
SPDR MSCI WORLD SMALL CAP ETF 	State Street Global Advisors Europe Limited 	IE00BCBJG560 
SPDR MSCI WORLD UTILITIES ETF 	State Street Global Advisors Europe Limited 	IE00BYTRRH56 
SPDR RUSSELL 2000 US SMALL CAP ETF 	State Street Global Advisors Europe Limited 	IE00BJ38QD84 
SPDR S&P 400 US MID CAP ETF 	State Street Global Advisors Europe Limited 	IE00B4YBJ215 
SPDR S&P 500 ESG SCREENED ETF 	State Street Global Advisors Europe Limited 	IE00BH4GPZ28 
SPDR S&P 500 ETF 	State Street Global Advisors Europe Limited 	IE00B6YX5C33 
SPDR S&P 500 ETF 	State Street Global Advisors Europe Limited 	IE00BYYW2V44 
SPDR S&P 500 LOW VOLATILITY ETF 	State Street Global Advisors Europe Limited 	IE00B802KR88 
SPDR S&P EMMKS DIVIDEND ARISTOCRATS ETF 	State Street Global Advisors Europe Limited 	IE00B6YX5B26 
SPDR S&P EURO DIVIDEND ARISTOCRATS ETF 	State Street Global Advisors Europe Limited 	IE00B5M1WJ87 
SPDR S&P EURO DIVIDEND ARTCRTS ESG ETF 	State Street Global Advisors Europe Limited 	IE00BYTH5T38 
SPDR S&P GLOBAL DIV ARISTOCRATS ETF 	State Street Global Advisors Europe Limited 	IE00B9CQXS71 
SPDR S&P GLOBAL DIVIDEND ARTCRTSESGETF 	State Street Global Advisors Europe Limited 	IE00BYTH5S21 
SPDR S&P PAN ASIA DIV ARISTOCRATS ETF 	State Street Global Advisors Europe Limited 	IE00B9KNR336 
SPDR S&P U.S. DIVIDEND ARTCRTS ESG ETF 	State Street Global Advisors Europe Limited 	IE00BYTH5R14 
SPDR S&P UK DIVIDEND ARISTOCRATS ETF 	State Street Global Advisors Europe Limited 	IE00B6S2Z822 
SPDR S&P US CNSMR DISCRET SEL SECT ETF 	State Street Global Advisors Europe Limited 	IE00BWBXM278 
SPDR S&P US CNSMR STAPLES SEL SECT ETF 	State Street Global Advisors Europe Limited 	IE00BWBXM385 
SPDR S&P US DIVIDEND ARISTOCRATS ETF 	State Street Global Advisors Europe Limited 	IE00B6YX5D40 
SPDR S&P US DIVIDEND ARISTOCRATS ETF 	State Street Global Advisors Europe Limited 	IE00B979GK47 
SPDR S&P US ENERGY SELECT SECTOR ETF 	State Street Global Advisors Europe Limited 	IE00BWBXM492 
SPDR S&P US FINANCIALS SELECT SECT ETF 	State Street Global Advisors Europe Limited 	IE00BWBXM500 
SPDR S&P US HEALTH CARE SELECT SECT ETF 	State Street Global Advisors Europe Limited 	IE00BWBXM617 
SPDR S&P US INDUSTRIALS SELECT SECT ETF 	State Street Global Advisors Europe Limited 	IE00BWBXM724 
SPDR S&P US MATERIALS SELECT SECT ETF 	State Street Global Advisors Europe Limited 	IE00BWBXM831 
SPDR S&P US TECHNOLOGY SELECT SECT ETF 	State Street Global Advisors Europe Limited 	IE00BWBXM948 
SPDR S&P US UTILITIES SELECT SECT ETF 	State Street Global Advisors Europe Limited 	IE00BWBXMB69 
SPDR STOXX EUROPE 600 SRI ETF 	State Street Global Advisors Europe Limited 	IE00BK5H8015 
UBS (LUX) FS BLMBRG EURO AREA LIQD CORP 	UBS Fund Management [Luxembourg] S.A. 	LU0721553864 
UBS (LUX) FS BLOMBG US LIQCRP1-5YR 	UBS Fund Management [Luxembourg] S.A. 	LU1048315243 
UBS (LUX) FS BLOMBG US LIQUID CORP 	UBS Fund Management [Luxembourg] S.A. 	LU1048317025 
UBS (LUX) FS BLOMBG US7-10YRTREABD 	UBS Fund Management [Luxembourg] S.A. 	LU0721552973 
UBS (LUX) FS BLOMBG USD EM SOV 	UBS Fund Management [Luxembourg] S.A. 	LU1324516308 
UBS (LUX) FS BLOMBGMSCIARLIQCRPSUS 	UBS Fund Management [Luxembourg] S.A. 	LU1484799769 
UBS (LUX) FS BLOMBGMSCIUSLIQCRPSUST 	UBS Fund Management [Luxembourg] S.A. 	LU1215461325 
UBS (LUX) FS EURO STOXX 50 	UBS Fund Management [Luxembourg] S.A. 	LU0136234068 
UBS (LUX) FS FACT MSCI EMU LOWVOLATILITY 	UBS Fund Management [Luxembourg] S.A. 	LU1215454460 
UBS (LUX) FS FACT MSCI EMU PRIME VALUE 	UBS Fund Management [Luxembourg] S.A. 	LU1215452928 
UBS (LUX) FS FACT MSCI EMU QUALITY 	UBS Fund Management [Luxembourg] S.A. 	LU1215451524 
UBS (LUX) FS JPM GLOBAL GOVT ESG LIQD BD 	UBS Fund Management [Luxembourg] S.A. 	LU1974693662 
UBS (LUX) FS JPM USD EM IG ESG DVRS BD 	UBS Fund Management [Luxembourg] S.A. 	LU1974696418 
UBS (LUX) FS MSCI CANADA 	UBS Fund Management [Luxembourg] S.A. 	LU0446734872 
UBS (LUX) FS MSCI CHINA ESG UNIVERSAL 	UBS Fund Management [Luxembourg] S.A. 	LU1953188833 
UBS (LUX) FS MSCI EMERGING MARKETS 	UBS Fund Management [Luxembourg] S.A. 	LU0480132876 
UBS (LUX) FS MSCI EMERGING MARKETS SRI 	UBS Fund Management [Luxembourg] S.A. 	LU1048313891 
UBS (LUX) FS MSCI EMERGING MARKETS SRI 	UBS Fund Management [Luxembourg] S.A. 	LU1048313974 
UBS (LUX) FS MSCI EMU 	UBS Fund Management [Luxembourg] S.A. 	LU0147308422 
UBS (LUX) FS MSCI EMU SELECT FACTOR MIX 	UBS Fund Management [Luxembourg] S.A. 	LU1804202403 
UBS (LUX) FS MSCI EMU SMCAP 	UBS Fund Management [Luxembourg] S.A. 	LU0671493277 
UBS (LUX) FS MSCI EMU SRI 	UBS Fund Management [Luxembourg] S.A. 	LU0629460675 
UBS (LUX) FS MSCI EMU VALUE 	UBS Fund Management [Luxembourg] S.A. 	LU0446734369 
UBS (LUX) FS MSCI EUROPE SCLLY RSPB ETF 	UBS Fund Management [Luxembourg] S.A. 	LU2206597713 
UBS (LUX) FS MSCI EUROPE SCLLY RSPB ETF 	UBS Fund Management [Luxembourg] S.A. 	LU2206597804 
UBS (LUX) FS MSCI EUROPE SCLLY RSPB ETF 	UBS Fund Management [Luxembourg] S.A. 	LU2206598109 
UBS (LUX) FS MSCI JAPAN 	UBS Fund Management [Luxembourg] S.A. 	LU0136240974 
UBS (LUX) FS MSCI JAPAN SRI 	UBS Fund Management [Luxembourg] S.A. 	LU1230561679 
UBS (LUX) FS MSCI JAPAN SRI 	UBS Fund Management [Luxembourg] S.A. 	LU1273488715 
UBS (LUX) FS MSCI PAC EX JAPAN 	UBS Fund Management [Luxembourg] S.A. 	LU0446734526 
UBS (LUX) FS MSCI PAC SRI 	UBS Fund Management [Luxembourg] S.A. 	LU0629460832 
UBS (LUX) FS MSCI PAC SRI 	UBS Fund Management [Luxembourg] S.A. 	LU0950674928 
UBS (LUX) FS MSCI SWZD IMI SCY RSPB ETF 	UBS Fund Management [Luxembourg] S.A. 	LU2250132763 
UBS (LUX) FS MSCI UK 	UBS Fund Management [Luxembourg] S.A. 	LU1169821292 
UBS (LUX) FS MSCI USA 	UBS Fund Management [Luxembourg] S.A. 	LU0136234654 
UBS (LUX) FS MSCI USA SRI 	UBS Fund Management [Luxembourg] S.A. 	LU0629460089 
UBS (LUX) FS MSCI USA SRI 	UBS Fund Management [Luxembourg] S.A. 	LU1280303014 
UBS (LUX) FS MSCI WORLD 	UBS Fund Management [Luxembourg] S.A. 	LU0340285161 
UBS (LUX) FS MSCI WORLD SRI 	UBS Fund Management [Luxembourg] S.A. 	LU0629459743 
UBS (LUX) FS MSCI WORLD SRI 	UBS Fund Management [Luxembourg] S.A. 	LU0950674332 
UBS (LUX) FS SUST DEVPMT BK BDS (USD) 	UBS Fund Management [Luxembourg] S.A. 	LU1852211215 
UBS (LUX) FS SUST DEVPMT BK BDS (USD) 	UBS Fund Management [Luxembourg] S.A. 	LU1852212965 
UBS (LUX) FSBLOMBGLDAGGTEXFI15HQLA 	UBS Fund Management [Luxembourg] S.A. 	LU1805389258 
UBS CLMT AWR GLBL DEV EQ CTB ETF 	UBS Fund Management [Luxembourg] S.A. 	IE00BN4PXC48 
UBS ETF FACT MSCI USA LOW VOLATILITY 	UBS Fund Management [Luxembourg] S.A. 	IE00BX7RQY03 
UBS ETF FACT MSCI USA PRIME VALUE 	UBS Fund Management [Luxembourg] S.A. 	IE00BWT3KL42 
UBS ETF FACT MSCI USA PRIME VALUE 	UBS Fund Management [Luxembourg] S.A. 	IE00BX7RR706 
UBS ETF FACT MSCI USA QUALITY 	UBS Fund Management [Luxembourg] S.A. 	IE00BX7RRJ27 
UBS ETF MSCI ACWI SOCIALLY RESPONSIBLE 	UBS Fund Management [Luxembourg] S.A. 	IE00BDR55927 
UBS ETF MSCI USA 	UBS Fund Management [Luxembourg] S.A. 	IE00B77D4428 
UBS ETF MSCI USA HEDGED EUR 	UBS Fund Management [Luxembourg] S.A. 	IE00BD4TYG73 
UBS ETF MSCI USA SELECT FACTOR MIX 	UBS Fund Management [Luxembourg] S.A. 	IE00BDGV0415 
UBS ETF MSCI USA VALUE 	UBS Fund Management [Luxembourg] S.A. 	IE00B78JSG98 
UBS ETF MSCI WORLD 	UBS Fund Management [Luxembourg] S.A. 	IE00B7KQ7B66 
UBS ETF MSCI WORLD 	UBS Fund Management [Luxembourg] S.A. 	IE00BD4TXV59 
UBS ETF MSCI WORLD SOCIALLY RESPONSIBLE 	UBS Fund Management [Luxembourg] S.A. 	IE00BK72HJ67 
UBS ETF S&P 500 	UBS Fund Management [Luxembourg] S.A. 	IE00B7K93397 
UBS ETF S&P 500 ESG 	UBS Fund Management [Luxembourg] S.A. 	IE00BHXMHK04 
UBS ETF S&P 500 ESG 	UBS Fund Management [Luxembourg] S.A. 	IE00BHXMHL11 
UBS ETF S&P 500 ESG ELITE 	UBS Fund Management [Luxembourg] S.A. 	IE00BLSN7P11 
UBS ETF SOLACTIVE CHINA TECHNOLOGY 	UBS Fund Management [Luxembourg] S.A. 	LU2265794276 
UBS ETF SOLACTIVE GLOBAL PURE GOLD MNRS 	UBS Fund Management [Luxembourg] S.A. 	IE00B7KMNP07 
UBS S&P DIV ARISTOCRATS ESG UCITS ETF 	UBS Fund Management [Luxembourg] S.A. 	IE00BMP3HG27 
UBS(IRL)ETFPLCMSCI EMSCLMTPARISALGNDETF 	UBS Fund Management [Luxembourg] S.A. 	IE00BN4Q1675 
UBS(IRL)ETFPLCMSCIWLDSMCPSCLLYRSPNB ETF 	UBS Fund Management [Luxembourg] S.A. 	IE00BKSCBX74 
VA.F-ESG DV E A EOA 	Vanguard Group [Ireland] Ltd 	IE000QUOSE01 
VA.F-ESG DV E A EOD 	Vanguard Group [Ireland] Ltd 	IE000NRGX9M3 
VA.F-ESG.D.A-P DLA 	Vanguard Group [Ireland] Ltd 	IE000GOJO2A3 
VA.F-ESG.D.A-P DLD 	Vanguard Group [Ireland] Ltd 	IE0008T6IUX0 
VA.F-VA.ESG E.A DLA 	Vanguard Group [Ireland] Ltd 	IE000KPJJWM6 
VA.F-VA.ESG E.A DLD 	Vanguard Group [Ireland] Ltd 	IE0001VXZTV7 
